Kingdom	Phylum	Class	Order	Family	Genus	Species	gtdb	kegg	PhaC_status
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Genus_of_Pirellulaceae	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Planctopirus	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Family of Planctomycetales	Genus_of_Planctomycetales	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Genus_of_Rubinisphaeraceae	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA	NA	NA	Unknown
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Genus_of_Gemmataceae	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Family of Vicinamibacterales	Genus_of_Vicinamibacterales	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Genus_of_Vicinamibacteraceae	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	NA	NA	NA	Unknown
Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedensaceae	NA	NA	NA	Unknown
Bacteria	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	NA	NA	NA	Unknown
Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	RBG-13-54-9	RBG-13-54-9	NA	NA	NA	Unknown
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	NA	NA	NA	Unknown
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Genus_of_Anaerolineaceae	NA	NA	NA	Unknown
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	NA	NA	NA	Unknown
Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031	SBR1031	NA	NA	NA	Unknown
Bacteria	Chloroflexi	Anaerolineae	SBR1031	Family of SBR1031	Genus_of_SBR1031	NA	NA	NA	Unknown
Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Family of Ardenticatenales	Genus_of_Ardenticatenales	NA	NA	NA	Unknown
Bacteria	Chloroflexi	OLB14	OLB14	OLB14	OLB14	NA	NA	NA	Unknown
Bacteria	Chloroflexi	Anaerolineae	1-20	1-20	1-20	NA	NA	NA	Unknown
Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Genus_of_Caldilineaceae	NA	NA	NA	Unknown
Bacteria	Chloroflexi	Anaerolineae	C10-SB1A	C10-SB1A	C10-SB1A	NA	NA	NA	Unknown
Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	NA	NA	NA	Unknown
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Kouleothrix	NA	NA	NA	Unknown
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Genus_of_Roseiflexaceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	SJA-28	SJA-28	SJA-28	SJA-28	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	BSV26	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	SR-FBR-L83	SR-FBR-L83	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36	PHOS-HE36	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	Genus_of_Rhodothermaceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Lacihabitans	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Genus_of_Microscillaceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Family of Cytophagales	Genus_of_Cytophagales	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Runella	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Genus_of_Rikenellaceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Blvii28_wastewater-sludge_group	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Williamwhitmania	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Genus_of_Dysgonomonadaceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Genus_of_Paludibacteraceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Family of Sphingobacteriales	Genus_of_Sphingobacteriales	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	KD3-93	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	LiUU-11-161	LiUU-11-161	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NS11-12_marine_group	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Family of Chitinophagales	Genus_of_Chitinophagales	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niabella	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Genus_of_Chitinophagaceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Rurimicrobium	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	37-13	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Genus_of_Saprospiraceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	OLB8	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Anaerocella	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	GWF2-29-10	GWF2-29-10	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Genus_of_Cryomorphaceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Genus_of_Flavobacteriaceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Family of Flavobacteriales	Genus_of_Flavobacteriales	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD1-131	KD1-131	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobium	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobiaceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	SB-5	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Genus_of_Prolixibacteraceae	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	ST-12K33	ST-12K33	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Order of Bacteroidia	Family of Bacteroidia	Genus_of_Bacteroidia	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	SM1A07	SM1A07	SM1A07	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	cvE6	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Genus_of_Simkaniaceae	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophales	Omnitrophales	NA	NA	NA	Unknown
Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira	NA	YES	YES	YES
Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospiraceae	NA	NA	NA	Unknown
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Genus_of_Fibrobacteraceae	NA	NA	NA	Unknown
Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Genus_of_Yersiniaceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alishewanella	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60-NOR5-_clade	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Genus_of_Halieaceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Genus_of_Rhodanobacteraceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Aquimonas	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Chiayiivirga	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Genus_of_Xanthomonadaceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Genus_of_Moraxellaceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Order of Gammaproteobacteria	Family of Gammaproteobacteria	Genus_of_Gammaproteobacteria	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Crenothrix	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	C1-B045	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Genus_of_Thioalkalispiraceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	CCM19a	CCM19a	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Genus_of_Steroidobacteraceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	PLTA13	PLTA13	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	R7C24	R7C24	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	KCM-B-112	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	Ga0077536	Ga0077536	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Run-SP154	Run-SP154	Run-SP154	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Genus_of_Immundisolibacteraceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Genus_of_Cellvibrionaceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Oceanobacter	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	_lubricus_group	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Fluviicoccus	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Competibacterales	Competibacteraceae	Candidatus_Contendobacter	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Competibacterales	Competibacteraceae	Candidatus_Competibacter	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Genus_of_Oxalobacteraceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Genus_of_Burkholderiaceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Aquaspirillaceae	Aquaspirillum	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinimonadaceae	Chitinivorax	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Aquaspirillaceae	Rivicola	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Uruburuella	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinimonadaceae	Chitinimonas	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Genus_of_Neisseriaceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Genus_of_Nitrosomonadaceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Methyloversatilis	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Uliginosibacterium	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Georgfuchsia	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azovibrio	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	B1-7BS	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Sideroxydans	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Candidatus_Nitrotoga	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sterolibacterium	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Ferribacterium	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Genus_of_Rhodocyclaceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Family of Burkholderiales	Genus_of_Burkholderiales	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	oc32	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Genus_of_Hydrogenophilaceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	AAP99	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azospira	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Candidatus_Accumulibacter	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	NA	YES	NA	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pseudorhodoferax	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	NA	NA	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Genus_of_Comamonadaceae	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	NA	YES	YES	YES
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	NA	YES	YES	YES
